ma_san_pham,noi_dung_binh_luan,label
318900002,rùi hiệu_quả trăng_rất_ít vết khả_năng thẩm_thấu hỗn_hợp,2
422218746,tối môi môi mềm nứt_nẻ,2
422216416,nhẹ hạy vệt vón,2
205100136,dòng_yếu nhất_các dòng_của oreal_nắng chứ_để lớp_nền mỏng_thì cũng_không đủ_chì kẻ_chân mày_còn,2
253900003,hỗn_hợp không_nhiều lỗ chân_lông thường_xuyên kích_ứng mỹ_phẩm không_quá thần_thánh thở_phào chảo khỏe hằng rất_dịu nhẹ độ căng nhẹ hương trọn,2
422217029,công_nhân thích_tật không_khô rát căng mịn,2
249500027,đê hè không_kiềm bao_hợp,2
422212330,không_nhưng tầm vón cục,2
422211276,hỗn_hợp thành_phần thích_hợp vón_cục nguyên_nhân vón_cục chăm_sóc cơ_bản kỳ_diệu xảy tông rất_mỏng nhẹ aply,2
205100136,nhạy_cảm dấu_hiệu kích_ứng rất_mọi giá_thành công_dụng,2
422203809,không_chắc,1
318900012,vô_thưởng không_mùi thiết_kế nắp,2
249500013,bết rít tông nhẹ,2
422209663,dưỡng ưng,2
327500002,megaduo bớt mờ thâm,2
308900002,tinh,2
224100009,bổ rẻ bọt không_bị,2
200400004,bioderma sạch sâu kích_ứng kích_ứng đóng_gói ủng_hộ yêu,2
422205160,tuyệt sạch_nhờn,2
232500022,đặc thích tiếng bám bụi bẩn thích rebirth_dạng laneige sữa rebirth thức thâm đen săn thâm ưu_tiên rebirth laneige bàn,2
422206101,đắp mặt_nạ không_phải_đắp hiệu_quả gói đắp retinol không_rát nóng đắp tinh_đủ dư mắc,2
100230059,tốt_đã mua_cũng rồi_nhưng giá_cũng,2
100230059,quà tặng,2
422209444,môi thâm_ít,2
377400001,êm sạch thơm nhẹ phê rất_đáng,2
422211446,cực_kì thích khả_năng vệ_mặt đi đường khuyên,2
422204231,rít sức vỗ_vỗ cgiác rít mìh đng rát nóng_kích_ứg,2
422207150,rất_buồn kém,0
422202569,hôi kiểu hóa,2
422210784,mặt_mềm,1
422204259,mờ_nhạt hút,0
422207414,thẩm_thấu dễ_chịu nồng,2
422211549,thơm sức mịn căng,2
422201822,mềm cực_kì tròn tròn rất_rát không_tốn,2
422204795,nốt bọc cúc,2
207500001,tệ rất_hối,0
225200015,chồi thích tối ngủ dày sạch chết môi rẻ thích,2
422211276,thoáng tông nhẹ_nhàng,2
422211446,lượng_cũng được_mới test_thử,2
249500027,tạm đặc_sắc,1
211300007,mình_đã được_mấy rồi_như cảm_nhận thì_sản phẩm_này các_bạn skincare_vì nó_lành tính_loại này_thì rửa_mặt thì_cảm thấy_hơi với_thường xuyên_điểm thì_nên kỹ_vì độ_làm sạch_của này_không _bạn mình_đang treatment_nó cũng_sữa mặt_này được_khoảng thời_nhưng giờ_không sài_nữa,1
223600009,không_tì vết nhẹ hình_như kém,2
422203300,rất_,2
422211997,cực_kỳ nhạy_cảm không_kích_ứng,2
422209444,xài_tốt rất_đáng mua_môi,2
205100146,thích_hợp rất_tốt_đáng sạch không_bị,2
207300009,mịn căng,2
249500027,đi_mua đồ_tư vấn_nhiệt chốt_đơn này_về dùng_thử _đầu tiên_thấy bôi_lên thấm_không gây_khô tông_thì không_kích ứng_vì xài_mấy lần_chưa,2
422207826,hỗn_hợp thiên_khô châm_chít nhẹ rất_mát mướt trông căng í,2
318900019,tuyt rất_nhạy_cảm dịu mát dạy mềm_mịn,2
331300017,nặn trộm_vía êm nhẹ dịu bọt bọt kông hương_liệu không_bị pum cỡ dưỡng hãng đi ngủ,2
422211878,cửa_hàng,0
205100136,sạch hợp_lý_tích,2
224100029,từ_xài này_mướt thật_bôi lên_bị bọt_bọt như_loại khác_mà cũng_thẩm,2
327500002,suốt đặc kiểu thơm hiệu_quả mặc_dù hỗn_hợp bình_thường ó,2
422211446,sạch nắp tạm giá_cả,2
100220009,hạt bé tí rất_đã,2
422216594,làn sạch khuyến_khích dưỡng,2
422207629,rẻ mà_còn quà bé trị đỉnh tuýp,2
213300058,lột không_miếng hóa đơn,0
308500009,mặt_nạ lượng_mình đắp_sờ căng_mịn rất_thích rửa_lại mùi_hương sẽ_sử dụng_tiếp để_kiểm chứng_hiệu,2
422209046,đỉnh tuyệt_vời rất_êm mát sạch sâu thơm nhẹ rất_thích xịn xò,2
422201090,hiệu_quả căng dưỡng vô_cùng nhẹ,2
422202253,mặt_nạ hương nồng mũi nóng không_mua,1
422205160,dễ_dàng rất_thoáng mát,2
232500022,giá_cả dùng_sáng tối_kết hợp_thấy có_cải thiện_quầng dưỡng_rất tốt_nên cũng_đỡ sợ_nhăn,2
422208345,không_lên_tông không_nặng,2
422211447,màng garnier,2
422216271,vòi nhấn rẻ tích,2
422207414,cực bột bột á_không_có mịn dưỡng tông nhẹ không_đều hiện_tượng vón_cục chỗ khóe mũi,2
422210400,tạm bết_rích khó_chịu phân_khúc rẻ skinaqua,1
253900005,tủ_lạnh tế_bào chết nhẹ lành,2
422204795,rất_tốt ủng_hộ,2
308100018,mặt_nạ đỡ,2
422216416,mình_xài nhiều_loại mà_chưa thấy_nắng nào_kiềm dầu_hết á_nên xài_loại này_đổ xức mí thích nhất_tông hợp,2
100230064,chê thận_thiện,2
422200306,nhẹ không_bết thích châm chích nhẹ,2
345800001,đi_người nói_mình thuộc_nhạy cảm_bị mụn_ẩn không_viêm sưng_nhiều năm_cũng sợ_bị kích_ứng nhưng_liều lần_dùng thử_sản phẩm_này thấy_rất _đã xài_được tuần_mặt,2
422214339,siêu nhạy_cảm hồng xẹp,2
422202579,gần_tháng mình_đã được_cấp hơn_rất nhiều_đồng thời_những vết_thâm mụn_cũng mờ_thấy rõ_kể cả_những vết_ăn nắng_trên hoặc_những vùng_bị chân_nám cũng_mờ thành_phần niacinamide_mà mình_đã liệt_kê _điều nữa_bạn thấy_nền mình_có độ_căng mướt_khá _hình bên_dưới mình_chụp mới_vừa rửa_mặt,2
204100078,rất_hài_lòng xìa mát hiệu tháy,2
422212333,quan_điểm dày_không_bị tơi_bông rẻ,2
204900013,hà,2
204900024,bọc túi_khí đập ảnh_hưởng,2
249500007,cửa_hàng tán,2
205100136,dịu nhẹ mềm rẻ,2
204100013,căng tội rít rít,2
422204259,mình_ruột của_sản mặt_khá sạch_và cũng_không hề_khiến mua_ở hasaki_lại còn_rẻ nữa_sẽ ủng_hộ tiếp,2
318900012,lộn nguyên nhắn ép lào_ạ chín không_một,2
200400004,không_phù lãng_phí tiền_bạc thời,0
422207414,chút_xíu lựa_chọn cực_kì milk thích tiếng dần cực sướng phấn_rôm bé ưng phân_vân khuyên tậu mê,2
249500019,hắc nhỡ,1
204100019,không_quá rát tù cộng chế_độ ăn_ngủ nghỉ hợp_lý đỡ không_đổi_hiệu,2
422211447,không_hiểu kém,0
249500027,rất_khô thoáng finish siêu_đẹp,2
422200236,đỉnh mát_dịu liền,2
422216416,mún cũ châu_mua cón cũ,2
422205345,mềm không_thì nửa lọ nhẹ không_nặng,2
422211489,không_bị có_cảm giác_không cần_rửa mặt_lại,2
422208973,sữa êm,2
422210980,tín_đồ roche,2
422203449,chấm cực chám đỡ đỏ sưng cồi,2
422218631,thấy_để tặng_nhưng hàng_tới có_cũng thấy_nói còn_sản phẩm_thì lượng_xài,1
422221873,lúc_đầu có_tông nhẹ_nhưng set_hoàn toàn_vào hầu_như suốt_mình thấy_kiềm dầu_đến cuối_ngày không_bị xỉn_cũng không_bị vàng_cổ áo_có điều_giá đợt_này hơi_hãng có_thêm,2
422211489,makeup senka mượt chứa,2
422205804,tệ lừa_đảo,0
422211446,rất_tốt bảng thành toàn mà_còn sạch sâu rất_thích,2
422214146,lành_tính sạch,2
422203510,cứng,1
213300003,chân_ái đời,2
331300002,chân_ái rất_đáng,2
204100078,chậm không_đạt,0
422207413,nồng,0
422208973,lá sạch độ siêu_thích,2
204100054,lỏng mát mát_thích sạch không_bị châm chích online tiện đóng cẩn_thận,2
422204910,hằng nhắn đồng,2
422200305,nồng_nặc hương_liệu vợ_chồng rất_rất rát,0
345800027,miếng dán hiệu_quả vỡ nặn dịch muối_lý nặn dán miếng dán đêm gỡ miếng dán dịch mủ hút sạch nốt xẹp,2
207500001,silcot chê,2
355500011,bịch,2
422208807,sạch miếng sạch tốn,2
422211446,sạch mịn nhạy_cảm không_bị_kích_ứng đâu_giá hợp_lí,2
422209042,sạch sâu không_hề tầm,2
422207865,lành_tính hợp ngủ dậy sạch,2
422214321,cảm_nhận kiểu sữa á_bôi bết thơm_thơm thích,2
205100136,bảo tặng không_thấydau_shop,2
422208976,sữa rất_,2
211300007,sạch rít ạ_mềm mịn,2
308500037,rất_ưng_ý mặt_nạ hiệu_quả chăm xông_mặt đắp mặt_nạ cải_thiện,2
100240016,dỉnh đỉnh ảnh đẩy bình_phục tgì dưỡng larocho posay túp tâm_lý kĩ hết_hồn thayda sần bình_tĩnh dịu không_cả,2
100230064,rẻ yêu yêu yêu,2
422208181,rất_hiệu vết thâm,2
422206149,rẻ không_bị rách,2
422211276,ưng_lăm giá_cả bình_dân yêu,2
248700034,sữa dưỡng_xài rất_có viêm bớt viêm kết_hợp sữa_dưỡng chấm hãng êm cực_kì tối_giản nhạy_cảm không_hề kích_ứng rất_mọi,2
318900011,rất_dễ dịu rất_tốt,2
248700035,mà_giờ mới_tìm được_ưng ý_được bạn_tư vấn_nên về_sài thử_mình đã_sài các_loại _laro mà_cũng chấm_này lắm_kềm dầu_thấm mát_tone nhẹ_mà dùng_được treament_nữa,2
422208983,chân dày rắn tắm tầm eucerin đỏ,2
232500001,ngừa rất_hiệu kẽ đổi,2
345800002,mình_mua tại_cửa hàng_dùng được_ngày thì_mụn lên_mụn ẩn_mụn viêm_mụn đều_lên cả_bảo dùng_vài hôm_sẽ đẩy_mụn lên_trên bề_mặt rồi_khô rụng_mới hết_các mụn_nhỏ thì_cũng có_khô thật_sờ thấy_nhám cũng_khô rụng_rồi hết_không _mình vọng_các cảnh_đánh giá_đúng việc_đẩy mụn_lên hết_và nên_cũng cố_gắng thêm_thời việc_hỗ trợ_giảm thâm_và làm_sáng thì_chưa thấy_có hiệu_quả gì_serum không_nhờn rít_không gây_bí nên_thấy mình_sử dụng_ngày lần_kết hợp_với toner_cùng,2
422200632,ưng cerave đỉnh mụn_khảo ẻm không_phí,2
422203510,sạch xả bọt,2
211300007,mềm cetaphi không_tạo,2
422204795,dịu nhẹ căng,2
422212361,mỏng_nhẹ với_đứa đường_chỉ nắng_và đánh_miếng thích_tone tự_nhiên thì_khảo này_thấy nói_thành phần_dưỡng serum_nên cũng_vọng càng_dùng,2
422207401,nhứt sạch không_gây dễ_chịu nghệ không_nhẹ dịu cảm_tương_tự kém không_khó_chịu,2
422211276,không_bết rít tông nhẹ,2
422207413,tuyệt_vời mặt_trời,2
422214146,dịu nhẹ lành sạch,2
343700002,shiper nhiệt_tình,2
222600052,rẻ dịu nhẹ,2
201600182,sữa ưng,2
422219150,không_thấm nếp nhăn quầng thâm_hàng hãng hũ,2
207300009,kém không_đáp_ứng,0
345800013,tiêu_đề calming không_lên nhầm ghét cân_nhắc,1
422206248,mê sạch hạt srub nhẹ không_sợ rát,2
422206648,sạch không_thấy bọt không_rát tiết_kiệm,2
422200342,tách ảnh_hưởng,2
223600010,không_nắng mê_tông hời chiều khô_ráo không_đỗ,2
422214147,thiên_dầu kìm_dầu xuất_sắc sạch sâu_không_khô dưỡng roche đỡ,2
248700027,vòi xịt vòi xịt xịt kiểu tạt_ý xịt tấy đỏ,2
256700011,đen khỏe tí,2
327500002,hiệu_quả đẩy mụn_ẩn,2
293500006,hỗn_hợp sạch gluconolactone giúp chết dịu nhẹ nhạy_cảm sạch không_gây,2
249500019,tư_vấn giá_cả ngăm đẹp finish mốc,2
422211878,hớp_với _nắng mưa_không chịu_mùa nào_không thích_hợp loại_dày mà_mỏng quá_cũng thôi_xài đại_vậy sức_nhiều,2
345800001,hóa đơn hợp trộm_vía đỡ giúp định,2
422211878,kiên_tgì,2
371600006,thơm nhẹ thẩm_thấu,2
318900005,bết dậy dậy hông đổ,2
422200305,tuỵp thuận_tiện đi cảm_nhận dự_án,2
100230069,mềm không_bị tội,2
211300007,xịn thích,2
100220035,không_bị rát peling tiện dưỡng,2
422210956,xài_chắc cũng_phải _lần nào_cũm,2
422215665,đảm_bảo_nhiên thiết_kế dẹp tích tràn cocon cân_nhắc điều_chỉnh,2
100220035,cải_thiện mịn,2
100230064,mã_vạch ochị ròi xuất_sắc,2
308500015,mê mask narukhông_dã ý_mask tràm trà dày dưỡng đắp tê_tê phê không_thấy đổ thời_đắp ngắn mask đỏ đắp mịn cực mê fregiao,2
422214339,mình_loại cực_nhạy cảm_nên ít_dám skincare_trvia chỉ_mụn xài_cái này_thấy nhanh_rụng có_mùi cồn_nhẹ đầu_nhưng chấm_lên xí_hơi hết_nên cũng_đáng,2
224100022,nhẹ_nhàng sài_lì rất_rất thích nhẹ_nhàng không_nặng thiết_kế đổi dần quyết_định rất_thích,2
422215804,sữa đổ chảy ngửi sát không_kích_ứng,2
422207283,nhẹ không_tông,2
249500007,đặc_sắc,1
422200305,hủ mát_mát không_gây nhờn rít cân_nhắc,2
422207413,mềm_mịn khô_ráo thơm dễ_chịu đổ cân_nhắc chân_ái rất_mê,2
204100019,rữa sạch,2
100750038,nhẹ rát đỏ không_vào rất_và rẻ,2
343100024,đỉnh gáo nhẹ vãi,2
204900013,hợp không_bết nhẹ cực_kỳ cũ,2
204100018,hiệu_quả cải_thiện hướng_dẫn,2
318900005,dịu đêm dị_ứng mẫn đỏ nặn tuýp,2
422216354,trên_hãng thì_bản mới_roche posay_efaclar _này có_các thành_phần niacinamide_procerquản trị_viên giúp_giảm mụn_chỉ giờ_ngăn ngừa_mụn tái_phát tháng_cũng như_kiểm soát_khuẩn về_hiệu quả_thì đợi_một thời_sử dụng_mới biết_rõ được_nhưng cảm_nhận đầu_có mùi_thơm không_gây trộm_vía không_gây châm_chích kích_ứng _tại có_xài dòng_cũ rồi_nên bản_mới được_cấp này_rất thích,2
422221911,thời trông mịn điều_trị mờ thâm hiệu_quả lành_mụn đỡ thâm mờ thâm sản_phẩm_lượng tầm,2
422216603,bé,2
223600035,hồng thích sạch dịu,2
422222535,bông_viền chắc_mỏng hơn_ceiba xíu_thấm tinh_sản phẩm_lắm nên_không tốn_nhiều với_mình ngửi_bông thì_thấy mùi_nó kì_kì ngửi_lại ceiba_thì không_mùi mà_cũng không_ảnh,2
422207417,cồi kiểu tàn_hình hợp sưng sưng chấm cồi dán miếng dán,2
100250032,giá_thành rẻ dán bám nặn dán đêm chỗ không_bị sưng hút dịch,2
318900019,màu_đẹp lắm_cũng aply_lên mặt_cảm giác_mát mát_thích cực_xài thời_nữa để_thế,2
345800002,bơm,2
422202579,dưỡng thần giúp khít lỗ chân lông hiệu_quả,2
343100029,rất_êm không_hợp mẫn đỏ thích sạch không_gây eyeliner dây tí,2
201600198,bình đánh,2
224100009,dịu nhẹ giá_cả,2
422213312,hợp siêu_rẻ,2
422207807,xứng rẻ kết_hợp tràm trà dậy_thì viêm đỏ tràm trà chân_ái đẹp trưa dầu_nhờn tràm trà tràm trà dịu nhẹ rất_dễ vọng phát_triển mặt_hàng dân,2
293500006,đi hoài rất_dịu nhẹ thơm_siêu dễ_chịu,2
422209663,rát nóng hương_liệu không_quá khả_năng,2
422218905,đắp cực đỉnh,2
422204795,dịu nhẹ zề khắp sưng,0
249500028,mình_dùng dòng_skin này_cũng khá_nhiều với_mức giá_này thì_lượng _dùng độ_phủ thì_không với_các,2
422207826,trời dưỡng rất_tốt đọng ẻm đổ mà_còn mịn_màng,2
248700003,mìh_thâm bẩm_mới đầu_tư vấn_cũng mấy_quan tâm_vì đã_của các_hãng lớn_rồi hiệu_quả nhưng_tuần mình_thấy cải_thiện rõ_rệt mẹ_mình bị_bọng với_nhăn chân_chịu khó_xíu cũng_mờ nhăn_hẳng nói_chuyện,2
422216603,chiều,2
205100137,rất_sạch bụi bẩn dầu_nhờn sạch không_và không_bị,2
422210280,vaseline đặc môi bết dưỡng môi dậy môi căng mọng môi_xíu rất_đáng,2
422202632,dưỡng dậy mịn,2
205100146,mướt,2
422207417,vết viêm nghỉ_tính đi đêm đỡ tốn_kém,2
422200305,trộm_vía lọ rẻ shope,2
248700035,sài_rất_ôkê không_bị bết tông_nhẹ lâu_dài,2
327500002,thâm thời,2
422203979,siêu_thích nhẹ á_siêu,2
422202632,dầu_bôi dưỡng rất_nặng_mặt nhẹ phục_hồi mụn_kén dưỡng mùa nóng ngăn_mát tủ_lạnh,2
248700002,dâu âm nhẹ,2
422208242,không_bết thời nhả nám sạm đen,2
422204259,thích tươi_mát làn nghĩa mát_rượi cực_kì,2
224100004,tặng túi,2
422208807,rất_dịu nhẹ không_gây rát cực giá_cả,2
422216098,xịt_khoáng lớp_sương mỏng_xịt dùng_cũng mịn_mát,2
308500037,rất_thỏa mái thư_giãn,2
245500009,tế_bào chết hóa học_nhiên kích_ứng mịn,2
422220466,sạch không_thích hương lỡ lần_đỗi hãng,2
100230057,toàn mỹ_phẩm hasaki_lượng phiếu giảm_giá săn ưng_ý yêu yêu yêu yêu,2
318900002,xài_được tháng_tủ lạnh_bỏ hộp_tới giờ_chưa bị_oxi hóa_texture _như _mà không_thấm tốt_như dùng_thấy hơi_bóng tẹo_dùng nhớ_bôi suntan_nữa thấy_sáng mờ_mấy chỗ_tối màu_lành nhanh_hơn nếu_bị mụn_mà vết_thương hở_thì bôi_sẽ thấy_châm thì_thấy bóng_khỏe hơn_bản mình_cũng trắng_nên vụ_làm trắng_thì được_mình dầu_dễ sẽ_thử loại_serum,2
205100137,nắp_nhạt mình_dầu mụn_không _bôi mỗi_thôi nên_dùng này_đúng đúng_bọt thiệt_với thì_cảm giác_nhớt nên_dùng thì_thấy cũng_không có_vấn đề_gì với_giá này_và với_công dụng_mức khá_không lành_tính còn_muốn nhiều_công dụng_hơn thì_trải nghiệm_mấy,2
422205346,khuyên_nên mua_loại í_môi dù_có khô_nứt đến_bao nhiêu_thì một_đêm cũng_căng hồng_hào như_chưa từng_khô,2
422201092,đi đường trưa cài_hạ nhiệt_giảm kích_ứng mẩn đỏ mặt_nạ rất_hợp,2
318900011,kết_cấu đặc rất_tiết_kiệm aply tiết_kiệm nhân,2
318900011,tđược hóa học ô chân_ái,2
100190059,không_lắm mụn_ẩn đỏ,1
100750038,không_bị rát rẻ sạch,2
207500007,đỉnh chóp,2
422212100,cực_kì nhạy_cảm không_hề kích_ứng tông nhẹ,2
213300007,thích không_tone lố skinaqua rẻ lỏng rơi đất giọt,2
211300007,xứng_đáng,2
422208974,phâm,2
422203506,sữa mẩn liti dị_ứng rất_nhiều tưởng đổi cân_nhắc,0
224100009,hỗn_hợp trị laroche tuýp mềm sạch,2
422214146,rất_hợp mặc_dù,2
231100005,má không_sài bha obagi tự_nhiên chê godoc kết_hợp bha má,2
205100137,phí tiền_bạc thời không_đáng,0
253900003,lọ_tính lọ,2
204100003,rất_yêu eucerin tiếng công_dụng hãng không_ngờ hiệu_quả không_bị bắt,2
422209444,đỏ_trị thâm không_ạ đóng_gói chỉnh_shiper thân_thiện trải_nghiệm,2
422218905,đắp mask ghiền cháy,2
422211446,syêu tặng quà,2
256700017,một_thời mình_thấy lông_dày hơn_cũng có_dài được_một chút_nhưng mình_chỉ dùng_sản phẩm_dưỡng vào_buổi và_mùi thì_có hơi_khó,2
422210047,vì_có mụn_nên biết_có đẩy_lên cũng_khó thấy_sản phẩm_mùi hắc_cực nhưng_cảm nhận_thì,2
422216416,dè mịn dần miễn_phí vận_chuyển mềm lặn kém ủng_hộ lâu_dài,2
249500027,chừng,1
222600006,thơm dễ_chịu,2
422208181,đg rẻ gói ủng_hộ,2
422204795,rất_tốt mướt,2
422202580,không_bị đổ không_lên larosche posay xài_dưỡng nhẹ không_thì òi bí,2
422204795,cosrx tràm trà không_gây rất_dễ,2
100220037,hạt sắc đen mũi thôi_thì vực trầy hiệu_quả khăn nhúng ấm nóng mũi mềm,2
248700035,nắng_hài lòng_nhất những_loại đã_từng nhẹ_thấm nhanh_khả năng_thấm đối_làm mình_hết sức_bất ngờ_vô cùng_khô ráo_dễ chịu_mỏng và_nhẹ hơn_loại không_tone mới_bôi lên_nhìn hơi_trắng nhưng_tiệp tone_tự có_mùi thơm_nhưng cũng_dễ,2
422206583,không_rát,2
327500002,tuýt áp,2
422211446,rất_tốt không_gây,2
418800004,mềm sần mềm,2
422204795,dễ_thương,2
422200305,bảo sản_xuất hàn_quốc chữ_thái giả,2
308500013,phí_phạm rất_thất vọng,0
100160021,mịn không_hề bết tiếp,2
422206537,không_bị thích,2
248700052,không_đáng lừa_dối,0
253900003,dịu không_nhờn_rít hiệu_quả lâu_dài mờ thâm_mụn,2
422212361,dùng_nhiều loại_nắng nhưng_vẫn ưng_ý mình_thuộc thoáng_không bị_bí lỗ_chân lông_mùi cũng_dễ chịu_không đáng_mua,2
245500002,đỏ,2
343100029,nắp ưng chùi thơm rất_dễ mềm mềm căng rít thiên_dầu mụn_ẩn quốc_dân loreal liền,2
422207865,thích cực sướng á_giờ viết tiếp,2
256700011,chuốt tối ngủ ngứa chuốt dừa lát vô sợ ảnh_hưởng hổm không_dám,2
204900013,đỉnh finish đẹp lưu_ý miết tầm dừng miết thành bột,2
345800002,đỡ không_lên,2
204100019,săn_hời rẻ ưng_ý nhạy_cảm nhẹ_nhàng,2
422216416,rất_ không_chút cố thì_mẫn bùn ghê,1
422216602,tuyệt_vời,2
308500037,bữa tặng mịn sợ,2
204100019,hương mát thàn,2
422214321,lớp_dưỡng rất_mịn,2
422206798,đắp đắp mịn,2
422211276,hỗn_hợp cảnh đỉnh chóp laros shishido không_nào naris liền nhẹ thoáng finish đẹp ánh nhẹ nhẹ kiểu tươi không_bóng xỉn chờ đi,2
422220606,mascara clio xịn thích,2
422211997,cân_nhắc,0
308500009,mask thích đắp sờ vô căng cực mịn,2
365000018,á_giá rẻ ghê,2
422208807,không_ấn tượng_nhưng cũng_không,1
343100024,đi trời đổ mồ_hôi không_bị chảy vệt đỉnh nhạy_cảm hợp không_bị mụn_ẩn,2
205100137,dùg sạch,2
253900003,thấy_tốt quá_cũng mua_dùng thử_nhưng xài_như không_đặc không_thấy gì_luôn à_nên mua_phí tiền_để tiền_mua các_dòng phục_hồi hoặc_serum,1
422204231,châm chích kết_hợp pel mờ thâm_giảm lỗ chân_lông rẻ,2
100220010,boby hạt thô cân_nhắc nhạy_cảm,1
100230059,sạch rất_hiệu,2
422207413,tuýp_tinh không_khô tông,2
422216449,tính_mua thì_đôi,2
100220009,dùng_mấy tháng_rồi mới_cảnh này_quá tuyệt_vời mình_bớt mụn_đầu đen_lỗ chân_lông cũng_hẹp lại_thấy này_rất dịu_nhẹ mình_nhạy cảm_cũng với_mức giá_và hiệu_quả đem_lại nói_sảm phẩm_này quá_rẻ với_lượng của_nó dùng_chị nên_mua tế_bào chết_này về_dùng nhé_mình nó_mấy,2
204900013,quyết_định ưng không_bóng tệp quà hóa_đơn tặng rữa thích,2
422200236,tán nhẹ thơm_thơm,2
422208913,serum_này bôi_lên lúc_đầu hơi_nhớt một_xíu cỡ_phút thì_thấm hết_vào không_bị nhớt_như lúc_mới bôi_mùi cũng_khá thơm_này trị_mụn tốt_lắm nên_sử dụng_thử,2
422211240,lượn tán đừng phục_hồi ố,2
222600030,thích kết_quả,2
345800003,dưỡng hãng kết_hợp máy đắp mặt_nạ đi láy kết_quả đen ẩn láy kết_quả tệ mọng_đợi,2
214000001,dư_hộp melano hãng nguyên zalo,2
249500027,rít nhờn,0
253900004,đóng_gói cảnh công_dụng trị hợp,2
223600035,sạch rít,2
422204659,lọ,2
422207413,chữ hồi toàn chỉ_số yếu dám uriage đổ phát_hiện kỹ lẹ aply tiếng đổ tiếc sợ thích skin,2
204100018,giảm_mụn kiềm_dầu nhưng_không hề_bị khô_hiện tại_mình dùng_cũng được_tháng rồi_mới viết_đánh giá_thâm mụn_lỗ chân_lông đi_vì mụn_cũng được_cải,2
422207023,hỗn_hợp thiên_dầu cực_kì uống acnacare,2
422205819,độ sạch không_làm căng rất_êm mụn_ẩn hạt dẻ,2
100210023,đừng đóng tệ chảy tùm_không_khóa,2
422209052,kẹ thơm thẩm_thấu nám nhẹ gồ má hiệu_quả,2
422210980,cực sạch không_bị,2
100210016,khá_thất vọng_nhưng cũng_không,0
371600006,đóng_gói bàn_rùi hành_chính hãng rẻ,2
422213992,không_thì lọ vitaminc balanchị_tông đi đen,2
422212360,hog ngờ thành chân_ái,2
204100018,rất_thơm đổ thâm cải_thiện lỗ chân lông,2
422202362,zalo đổi,2
343700002,cực nhiệm_vụ hương thích,2
335100004,wash bảng mạng công_dụng thế_này nhờn cà,2
100230057,đỉnh ní,2
318900012,không_tốt không_bền,0
422209046,sạch đỡ lỗ chân_lông,2
318900012,kiểu mát,2
422203145,xài_thì cũng_nhưng xuống_tone lắm_mới thì_tone nhẹ_nhàng đẹp_nhưng tầm_tiếng thấy_xuống,2
422204281,cảm_nhận độ bọt hương thơm được_giá cành ưng rất_thích,2
100750038,tự_nhiên lướt lướt rẻ dè ghê,2
422206537,eucerin_thì đã_dùng khá_nhiều này_cũng _rửa,2
100230057,syêu săn ẻm trưa phút,2
422209443,mềm môi không_bị thơm_rất_đáng,2
422205162,rất_thoải mái thư dãn,2
422207414,tạm không_đợi,1
422204902,tặng trời quà,2
248700052,hơi_chát rất_rất sạch nhũ hóa không_bị,2
422201092,mask ôm dưỡng đắp,2
204900010,bộ_làm sạch_của nhà_này cũng_năm rùi_có miếng_mụn sạch_dã _với dầu_lỗ chân_lông,2
249500027,hiệu_chỉnh đổ siêu_ráo íi,2
224100004,rất_hài_lòng làm_việc tiếp,2
422208181,giờ_mình mới_biết đến_sản phẩm_này đã_dùng nhiều_loại trị_mụn của_các hãng_việt nam_nhưng nên_lúc đọc_cảnh của_mọi người_về megaduo_thì đặt_hàng thử_trộm vía_mình dùng_ngày liên_tục các_nốt mụn_mới thì_xẹp hẳn_có những_vết thâm_cũ cũng_có cải_thiện luôn_sản phẩm_giá rẻ_hiệu quả_rất xứng_đáng để_trải nghiệm_sẽ giới_thiệu bị_mụn nên_mua,2
365000019,mặt_nạ đăp hiện_tượng nóng_phừng phừng văn_trị tư_vấn mặt_nạ nhập,2
422203145,sunplay tuyệt_vời đổi hãng,2
224100019,hũ không_nhờn rít,2
231100005,thất_vọng gửi không_phải_mẫu,1
422209053,cấm thích,2
422216271,rẻ_á test dịu nhẹ thơm_thoảng rát nóng_mặt mát_nhẹ lướt,2
422209048,dưỡng khỏe,2
100220035,chân_ái đời rất_tốt giúp thông_thoáng căng nhiên lờn phối_hợp bha đỡ đen,2
422220606,rất_ sạch,2
422211878,thoảng dịu,2
205100137,đóng_gói thời,2
223600035,hồng sạch không_bị_kích_ứng loreal ửng châm chích êm,2
358300002,lọ thủy_tinh dễ_dàng đục lỏng vỗ nhẹ nhẹ không_bết rít tẹo không_mấy dễ_chịu hãng thuốc phút cải_thiện mảng vết sần_sùi mịn dưỡng rất_ưng,2
249500007,nhiên không_tốt,2
422208807,chưa_thể thế_này không_rõ tặng,2
422214146,không_như,0
200400004,loại_này mình_bị dầu_mụn xài_thấy sạch_hơn hẳn_mụn ẩn_cũng nhưng_phải kết_hợp những_bước khác_hợp thì_mới cải_thiện,2
249500019,tư_vấn tông nhẹ đi đi học không_cảm sạm đi,2
422210784,tuýp,2
422200632,hỗn_hợp hiện_tượng căng căng nhẹ má hiện_tượng tróc nhẹ saok toner_dưỡng,2
422202253,dễ_chịu mát sạch óc_sản,2
318900005,đổ trán xẹp dậy mềm_mềm mịn_màng í dài_dài,2
